domtree
9584,00.225199999999999900
9668,00.179199999999999499
9964,00.184400000000000092
9992,00.651599999999999291
10484,00.186599999999997351
10524,00.169999999999998985
10768,00.237800000000000095
10828,00.147600000000000259
11468,00.251400000000000234
11560,00.110399999999998860
11688,00.172199999999999881
11896,00.631600000000000938
12080,00.219799999999997775
12300,00.097800000000000317
12616,00.254800000000002413
12788,00.462199999999998001
12988,00.882399999999999074
13004,00.162200000000004174
13016,00.234200000000000547
13920,00.284599999999999520
15620,00.281800000000000106
15660,00.233799999999999009
17292,00.323400000000001631
17400,00.170799999999998148
17836,00.310800000000002408
17920,00.388000000000001288
17996,00.306400000000000061
18952,00.431000000000002437
19180,00.445200000000001483
19364,00.406199999999997785
19640,00.408799999999999109
20332,00.320199999999997653
20448,00.630599999999999605
20452,00.651800000000000934
20532,00.130799999999998640
20556,01.010599999999999721
20620,00.342400000000002813
20696,00.401600000000002733
21184,00.363800000000000845
21272,00.345999999999998309
21368,00.325199999999998990
21800,00.119600000000001899
22200,00.357999999999998209
23696,00.392800000000001204
24412,00.172400000000000858
24680,00.480399999999999661
24684,00.623200000000007415
25256,00.276400000000002477
26716,00.736800000000002564
26768,00.450800000000001311
26792,00.645800000000010366
27268,00.541600000000004744
27484,00.919799999999999951
27656,00.498999999999998056
27860,00.444399999999998352
29652,00.685399999999996457
30468,00.331800000000001039
30852,01.101400000000002821
31000,00.479400000000003434
31056,00.550399999999997003
31248,00.821599999999999220
31908,00.774600000000006395
32188,00.413799999999994728
32308,01.052200000000000912
32356,00.645400000000000196
32456,00.752200000000001201
32764,00.643799999999998374
32804,00.469200000000004835
33408,00.407599999999999185
33788,00.626400000000006285
35268,00.946199999999994823
35356,00.425400000000001444
35364,00.475000000000001199
35472,00.404399999999999760
35600,00.513800000000002255
36728,00.459999999999994857
37008,00.765999999999997350
37484,01.018199999999997329
37944,01.064799999999991753
38004,00.438200000000003476
38268,00.395399999999995755
38392,01.057799999999989415
38568,00.692000000000003834
38904,00.367399999999996119
39188,00.750400000000002287
39388,01.571600000000000774
39460,00.229200000000001625
39864,01.096000000000002084
40056,00.340199999999999392
40464,01.118000000000004546
41060,01.961800000000003097
41112,00.567600000000007321
41284,00.810599999999998433
42732,01.476000000000003975
42916,01.183000000000000496
43136,00.680400000000008442
43516,00.873200000000000753
43536,01.143200000000000438
43708,01.259599999999996944
44012,00.934399999999993236
44052,01.010399999999999299
45240,00.488800000000000512
45296,01.098800000000003108
45316,00.690799999999999859
45452,00.877800000000003244
45936,00.541200000000002013
46240,00.488800000000004176
46308,00.521199999999999442
46540,00.856800000000006556
46872,01.255399999999997407
47400,00.220800000000002411
47948,00.709599999999998121
48264,00.974200000000003508
48364,01.081200000000004824
48924,01.205200000000000937
49100,00.696799999999999753
49396,00.552800000000003733
49516,00.850800000000002887
51220,00.764799999999999702
51468,01.208400000000002361
52156,01.512799999999999701
52264,00.724800000000002997
52824,00.948800000000005528
52844,00.718600000000000461
53380,00.739600000000000146
54492,01.123400000000003285
54980,00.409599999999995301
55084,00.706000000000001293
55620,00.967000000000005744
55676,00.970399999999997376
56172,01.786200000000007559
56872,00.761600000000008825
57088,00.921600000000005748
57176,00.964400000000000923
57584,00.645000000000008900
57700,00.426000000000006540
57760,00.700599999999998779
58400,00.567599999999989335
58444,00.836200000000016708
59080,00.917599999999992977
59412,00.781600000000002737
59592,01.023800000000003152
59704,00.767999999999993577
60040,00.547200000000002240
60828,01.265400000000004743
61152,00.879799999999994253
