basiccg
9584,00.106000000000000011
9668,00.932199999999999029
9964,00.105599999999999278
9992,00.105799999999999728
10484,00.090600000000000500
10524,00.100800000000000195
10768,00.110399999999999651
10828,00.089799999999999602
11468,00.106799999999998910
11560,00.139600000000000057
11688,00.110800000000000051
11896,00.111599999999999630
12080,00.130000000000000254
12300,00.091799999999999701
12616,00.118199999999999472
12788,00.575800000000000201
12988,00.123999999999999819
13004,00.140999999999999986
13016,00.130599999999999467
13920,00.354000000000000425
15620,00.149799999999998990
15660,00.361599999999999588
17292,00.163200000000000511
17400,00.130800000000000194
17836,00.160400000000000043
17920,00.168399999999999633
17996,00.159999999999999976
18952,00.177599999999999286
19180,00.194600000000000328
19364,00.193800000000000056
19640,00.182400000000000173
20332,00.188600000000000406
20448,00.198999999999999372
20452,00.206599999999999506
20532,00.165400000000000602
20556,00.200399999999999523
20620,00.164599999999999635
20696,00.222000000000000419
21184,00.192599999999998939
21272,00.196399999999999797
21368,00.470000000000000084
21800,00.602199999999999958
22200,00.194000000000000089
23696,00.215199999999999864
24412,00.192400000000000571
24680,00.235799999999999482
24684,00.240800000000000208
25256,00.203599999999999615
26716,00.404799999999999549
26768,00.230800000000000893
26792,00.254000000000000059
27268,00.265800000000000369
27484,00.238799999999999957
27656,00.273000000000000520
27860,00.190200000000000785
29652,00.260800000000001253
30468,00.243200000000000000
30852,00.286199999999999566
31000,00.253200000000000425
31056,00.293599999999999195
31248,00.237599999999999867
31908,00.711599999999999899
32188,00.256400000000001960
32308,00.279600000000000182
32356,00.284400000000000763
32456,00.571399999999999686
32764,00.278199999999999836
32804,00.559999999999999054
33408,00.261600000000000443
33788,00.315599999999999825
35268,01.054599999999998872
35356,00.449399999999999522
35364,00.275200000000000944
35472,00.281800000000000272
35600,00.299600000000000033
36728,00.285399999999999321
37008,00.297200000000000519
37484,00.316600000000000326
37944,00.344400000000000095
38004,00.284599999999999298
38268,00.246000000000000135
38392,00.358800000000000174
38568,00.660200000000000009
38904,00.307599999999999540
39188,00.304600000000001037
39388,00.305799999999999295
39460,00.309200000000000641
39864,00.371800000000000574
40056,00.332200000000000217
40464,00.343000000000000138
41060,00.850399999999999379
41112,00.341999999999999971
41284,00.602200000000000069
42732,00.378800000000000747
42916,00.338800000000000379
43136,00.366200000000000470
43516,00.551999999999999935
43536,00.360999999999999877
43708,00.841999999999999305
44012,00.379999999999999116
44052,00.375000000000000611
45240,00.296599999999999586
45296,00.349800000000000944
45316,00.323399999999999743
45452,00.379400000000000959
45936,00.391199999999999437
46240,00.522199999999999886
46308,00.328799999999999482
46540,00.349199999999999289
46872,00.341999999999999138
47400,00.800199999999999134
47948,00.396600000000000730
48264,00.384800000000000086
48364,00.330599999999999783
48924,00.406800000000000217
49100,00.499399999999999566
49396,00.363599999999999812
49516,00.419999999999999096
51220,00.379400000000000237
51468,00.406999999999999695
52156,00.410600000000000243
52264,00.556600000000000650
52824,00.421599999999999753
52844,00.747800000000000464
53380,00.517399999999999638
54492,00.415799999999999614
54980,00.515000000000000124
55084,00.582800000000000540
55620,00.460199999999999332
55676,00.444400000000000073
56172,00.467999999999999527
56872,00.442999999999998950
57088,00.419000000000000650
57176,00.576399999999999468
57584,00.398399999999999976
57700,00.440199999999999647
57760,00.649599999999999511
58400,00.430199999999999916
58444,00.420599999999999807
59080,00.588800000000000212
59412,00.419000000000000705
59592,00.413599999999999912
59704,00.619400000000000173
60040,00.421999999999999653
60828,00.780000000000000027
61152,00.587200000000000721
61304,00.470999999999998920
63036,00.463199999999998335
63656,00.441800000000000692
64492,00.532000000000000028
64596,00.641799999999999038
64728,00.502599999999998603
64888,00.422199999999998632
65032,00.616200000000001413
65120,00.681800000000000073
65916,00.418200000000000183
66108,00.621199999999999974
66260,00.461999999999999911
66464,00.872600000000000264
66488,00.734799999999999010
66516,00.690600000000000436
66832,00.726999999999999535
67344,00.407000000000000139
67736,00.427800000000001790
67968,01.102800000000000669
68984,00.453799999999999704
69448,00.604599999999998805
69564,00.779600000000000404
70184,00.759999999999999565
70612,00.773200000000000998
71192,01.146199999999999442
71344,00.502400000000000069
71584,00.851400000000001489
71824,00.670000000000000706
72592,00.937199999999999811
73404,00.794399999999999995
73428,00.495600000000000762
73784,00.549999999999999600
73884,00.758999999999998232
74692,00.619399999999998396
75024,00.510199999999999987
75496,00.951999999999998181
77244,00.498200000000000198
77316,00.535200000000001119
77408,00.976599999999998691
77488,00.730600000000001137
77628,00.525399999999998535
78084,00.881199999999998429
78308,00.770200000000000662
78348,00.500400000000001510
78576,00.594999999999999418
78704,00.697799999999999976
78740,01.346800000000001551
78924,00.818599999999998884
79284,00.677800000000000735
80800,00.651199999999999335
80832,00.585999999999999077
80952,01.141199999999999992
81528,00.848000000000001752
81904,00.582599999999999452
83568,00.671599999999999642
83728,00.613599999999999923
83816,00.640800000000000369
84360,00.685800000000000187
84396,00.601399999999999824
84484,00.842599999999999238
86160,00.552000000000001712
86296,00.570199999999999707
86388,00.814200000000000368
86760,00.716799999999999660
86848,00.556200000000000139
87132,00.721600000000000019
87760,00.738999999999998325
88168,00.845599999999999907
88736,00.972599999999999354
89736,00.534399999999998654
90432,01.010599999999999721
90760,01.023199999999999665
90952,01.010599999999998166
91072,00.776800000000000268
91760,00.928000000000000380
92056,01.353200000000001069
92772,00.940800000000000858
92844,00.773800000000000376
93060,00.628599999999999381
93128,01.127000000000000668
93224,00.920200000000000684
93592,00.627200000000000535
93700,01.119199999999999529
93952,00.804599999999999649
94696,00.701999999999998403
94940,00.688199999999998924
95272,01.248999999999999666
95312,00.708000000000000629
95380,00.787799999999998501
95704,00.952200000000000935
95976,01.077000000000000401
96244,00.675200000000000466
96296,00.963999999999999302
97076,00.634400000000000297
97676,01.067199999999999926
98408,01.263400000000000967
98416,00.861400000000001387
98540,00.867400000000000171
98832,00.786599999999999855
99108,00.857799999999998342
99280,00.831200000000000716
100732,00.755199999999999538
101436,00.734599999999999365
101520,00.949600000000000444
102288,01.015399999999999414
102324,00.906199999999999894
102400,00.640999999999999903
102496,00.836400000000000365
102800,00.788600000000000745
103840,01.013999999999999346
104080,00.787200000000001232
105772,01.135199999999999765
105996,01.478200000000001957
106248,00.763200000000000212
106956,01.197600000000000442
107476,00.833599999999999675
107508,00.744399999999999951
107516,01.215599999999999792
107528,00.859599999999999143
108016,00.754200000000000204
108044,00.885000000000002118
108292,01.516399999999999526
108852,01.283200000000000784
108860,00.924199999999999688
109152,00.935399999999998788
110544,00.966800000000000548
110560,01.182000000000000384
110812,00.708200000000000385
110856,00.941000000000000503
110928,01.636000000000001009
111208,00.861800000000000566
111372,01.095000000000000195
111876,01.097599999999999687
112360,00.764200000000002211
112532,01.470599999999999463
113064,01.204800000000001647
113120,00.969799999999999662
113380,01.055199999999999250
113456,00.768400000000000416
114400,00.718199999999999839
114996,00.765399999999998526
115244,00.915600000000000525
115444,00.968800000000001993
115492,00.876400000000000623
115628,00.884599999999999942
115700,01.046200000000000019
116064,01.060199999999998699
116112,00.992799999999999794
116880,01.223999999999998867
116908,00.811000000000000054
117800,00.879200000000000981
118540,00.956599999999999895
118792,01.145800000000000152
119336,01.119599999999998818
119704,01.056800000000000184
119732,00.907800000000000273
119836,00.781600000000000295
119884,01.181799999999999740
120344,00.969200000000001061
121440,00.874800000000000244
121996,00.976400000000000268
122028,00.773999999999999244
122220,01.017000000000000126
122588,00.891600000000001391
122772,00.857199999999999296
122816,00.838399999999998702
122852,00.735399999999999165
123380,01.421399999999999997
123696,00.826799999999998869
124016,01.243999999999999106
124116,01.066599999999998882
125140,00.932000000000000495
125464,00.878599999999998826
125724,00.997400000000000064
126016,01.122999999999998888
127472,01.075399999999999467
127844,01.029600000000000293
127984,00.958599999999999897
128944,01.169200000000000017
129376,00.814800000000000302
129524,01.054199999999998250
130016,00.796599999999999531
130464,00.961800000000002209
130552,00.918600000000001193
131808,01.037800000000000500
132468,01.037799999999999168
132828,00.996599999999998931
132868,00.994600000000000817
133532,00.834800000000000986
134308,01.083799999999997432
134316,01.234400000000000164
134988,01.235400000000000720
135144,00.843200000000001171
135260,01.128999999999998449
135640,00.867599999999999594
135716,01.244399999999999507
136044,01.021799999999999820
136152,01.056199999999999584
136312,01.140799999999999592
136412,00.965000000000001412
137252,01.067999999999998506
138400,01.213000000000001632
138700,01.311200000000000365
140428,01.157599999999999518
140744,02.000399999999999512
141008,01.016800000000000370
141148,01.170200000000001905
141264,01.094200000000000950
141528,01.130800000000000027
142272,00.921000000000000596
142324,01.040200000000000236
142868,01.278000000000001801
142944,01.085799999999999654
143700,01.372799999999998022
143776,01.467199999999998727
143916,01.622199999999999420
143952,01.510999999999999455
144368,01.318000000000000060
145024,01.790399999999999325
145060,00.989399999999999613
145196,01.103399999999998604
146748,01.285800000000000720
147528,01.173599999999999977
147756,01.079199999999999271
147776,01.213400000000001366
148312,01.094199999999999395
148744,00.938399999999996903
148900,01.204800000000001425
150728,01.118799999999998462
150788,01.607799999999999896
150856,01.423199999999999799
151116,01.943400000000000238
151848,01.305600000000001426
152028,01.767400000000000526
152184,01.698600000000000110
153576,02.042600000000001081
154340,01.241200000000000525
154728,01.356599999999999584
154828,01.213199999999999834
154988,01.625600000000001266
160180,01.801599999999999424
161624,01.914400000000001434
162056,01.423199999999999132
162364,01.668599999999999639
165524,01.437200000000000033
167212,01.404800000000000271
167720,01.304800000000000404
167852,01.637400000000000633
168368,01.359799999999999676
169024,01.267800000000001592
169476,01.639599999999999280
170236,01.788999999999999480
170524,01.291999999999999815
173320,01.962599999999999234
174088,01.479599999999998916
180884,01.828400000000000247
184192,01.390199999999997660
184488,01.622400000000001619
186348,01.817600000000001215
190800,01.891000000000002457
